Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
The mansion has ten rooms when the mansion does not have ten rooms.,when,1,2,experimental,116,502,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms although the mansion does not have ten rooms.,although,1,2,experimental,117,503,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms or the mansion does not have ten rooms.,or,0,2,experimental,118,504,Yes,11,4,1,Llama 3.1 8B
Maybe the mansion has ten rooms, maybe the mansion does not have ten rooms.,maybe,0,2,experimental,119,505,Yes,11,4,1,Llama 3.1 8B
Perhaps the mansion has ten rooms, perhaps the mansion does not have ten rooms.,perhaps,0,2,experimental,120,506,Yes,11,4,1,Llama 3.1 8B
The mansion might have ten rooms and the mansion might not have ten rooms.,might,0,2,experimental,121,507,Yes,11,4,1,Llama 3.1 8B
The tea in the kettle is done brewing and the tea in the kettle is not done brewing.,and,1,2,experimental,122,508,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing if the tea in the kettle is not done brewing.,if,1,2,experimental,123,509,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing so the tea in the kettle is not done brewing.,so,1,2,experimental,124,510,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing therefore the tea in the kettle is not done brewing.,therefore,1,2,experimental,125,511,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing but the tea in the kettle is not done brewing.,but,1,2,experimental,126,512,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing when the tea in the kettle is not done brewing.,when,1,2,experimental,127,513,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing although the tea in the kettle is not done brewing.,although,1,2,experimental,128,514,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing or the tea in the kettle is not done brewing.,or,0,2,experimental,129,515,Yes,12,4,1,Llama 3.1 8B
Maybe the tea in the kettle is done brewing, maybe the tea in the kettle is not done brewing.,maybe,0,2,experimental,130,516,Yes,12,4,1,Llama 3.1 8B
Perhaps the tea in the kettle is done brewing, perhaps the tea in the kettle is not done brewing.,perhaps,0,2,experimental,131,517,Yes,12,4,1,Llama 3.1 8B
The tea in the kettle might be done brewing and the tea in the kettle might not be done brewing.,might,0,2,experimental,132,518,Yes,12,4,1,Llama 3.1 8B
The teacher assigned homework for the week and the teacher did not assign homework for the week.,and,1,2,experimental,133,519,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week if the teacher did not assign homework for the week.,if,1,2,experimental,134,520,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week so the teacher did not assign homework for the week.,so,1,2,experimental,135,521,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week therefore the teacher did not assign homework for the week.,therefore,1,2,experimental,136,522,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week but the teacher did not assign homework for the week.,but,1,2,experimental,137,523,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week when the teacher did not assign homework for the week.,when,1,2,experimental,138,524,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week although the teacher did not assign homework for the week.,although,1,2,experimental,139,525,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week or the teacher did not assign homework for the week.,or,0,2,experimental,140,526,Yes,13,4,1,Llama 3.1 8B
Maybe the teacher assigned homework for the week, maybe the teacher did not assign homework for the week.,maybe,0,2,experimental,141,527,Yes,13,4,1,Llama 3.1 8B
Perhaps the teacher assigned homework for the week, perhaps the teacher did not assign homework for the week.,perhaps,0,2,experimental,142,528,Yes,13,4,1,Llama 3.1 8B
The teacher might assign homework for the week and the teacher might not assign homework for the week.,might,0,2,experimental,143,529,Yes,13,4,1,Llama 3.1 8B
I ran into my classmate at the mall and I did not run into my classmate at the mall.,and,1,2,experimental,144,530,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall if I did not run into my classmate at the mall.,if,1,2,experimental,145,531,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall so I did not run into my classmate at the mall.,so,1,2,experimental,146,532,Yes,14,4,0,Llama 3.1 8B
I ran into my classmate at the mall therefore I did not run into my classmate at the mall.,therefore,1,2,experimental,147,533,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall but I did not run into my classmate at the mall.,but,1,2,experimental,148,534,Yes,14,4,0,Llama 3.1 8B
I ran into my classmate at the mall when I did not run into my classmate at the mall.,when,1,2,experimental,149,535,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall although I did not run into my classmate at the mall.,although,1,2,experimental,150,536,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall or I did not run into my classmate at the mall.,or,0,2,experimental,151,537,Yes,14,4,1,Llama 3.1 8B
Maybe I ran into my classmate at the mall, maybe I did not run into my classmate at the mall.,maybe,0,2,experimental,152,538,Yes,14,4,1,Llama 3.1 8B
Perhaps I ran into my classmate at the mall, perhaps I did not run into my classmate at the mall.,perhaps,0,2,experimental,153,539,Yes,14,4,1,Llama 3.1 8B
I might run into my classmate at the mall and I might not run into my classmate at the mall.,might,0,2,experimental,154,540,Yes,14,4,1,Llama 3.1 8B
I called Anna twice today and I did not call Anna twice today.,and,1,2,experimental,155,541,No,15,4,1,Llama 3.1 8B
I called Anna twice today if I did not call Anna twice today.,if,1,2,experimental,156,542,No,15,4,1,Llama 3.1 8B
I called Anna twice today so I did not call Anna twice today.,so,1,2,experimental,157,543,No,15,4,1,Llama 3.1 8B
I called Anna twice today therefore I did not call Anna twice today.,therefore,1,2,experimental,158,544,No,15,4,1,Llama 3.1 8B
I called Anna twice today but I did not call Anna twice today.,but,1,2,experimental,159,545,No,15,4,1,Llama 3.1 8B
I called Anna twice today when I did not call Anna twice today.,when,1,2,experimental,160,546,No,15,4,1,Llama 3.1 8B
I called Anna twice today although I did not call Anna twice today.,although,1,2,experimental,161,547,No,15,4,1,Llama 3.1 8B
I called Anna twice today or I did not call Anna twice today.,or,0,2,experimental,162,548,Yes,15,4,1,Llama 3.1 8B
Maybe I called Anna twice today, maybe I did not call Anna twice today.,maybe,0,2,experimental,163,549,No,15,4,0,Llama 3.1 8B
Perhaps I called Anna twice today, perhaps I did not call Anna twice today.,perhaps,0,2,experimental,164,550,Yes,15,4,1,Llama 3.1 8B
I might call Anna twice today and I might not call Anna twice today.,might,0,2,experimental,165,551,Yes,15,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors and this wedding ceremony was not held outdoors.,and,1,2,experimental,166,552,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors if this wedding ceremony was not held outdoors.,if,1,2,experimental,167,553,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors so this wedding ceremony was not held outdoors.,so,1,2,experimental,168,554,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors therefore this wedding ceremony was not held outdoors.,therefore,1,2,experimental,169,555,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors but this wedding ceremony was not held outdoors.,but,1,2,experimental,170,556,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors when this wedding ceremony was not held outdoors.,when,1,2,experimental,171,557,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors although this wedding ceremony was not held outdoors.,although,1,2,experimental,172,558,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors or this wedding ceremony was not held outdoors.,or,0,2,experimental,173,559,Yes,16,4,1,Llama 3.1 8B
Maybe this wedding ceremony was held outdoors, maybe this wedding ceremony was not held outdoors.,maybe,0,2,experimental,174,560,Yes,16,4,1,Llama 3.1 8B
Perhaps this wedding ceremony was held outdoors, perhaps this wedding ceremony was not held outdoors.,perhaps,0,2,experimental,175,561,Yes,16,4,1,Llama 3.1 8B
This wedding ceremony might be held outdoors and this wedding ceremony might not be held outdoors.,might,0,2,experimental,176,562,Yes,16,4,1,Llama 3.1 8B
The soccer game was very exciting and the soccer game was not very exciting.,and,1,2,experimental,177,563,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting if the soccer game was not very exciting.,if,1,2,experimental,178,564,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting so the soccer game was not very exciting.,so,1,2,experimental,179,565,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting therefore the soccer game was not very exciting.,therefore,1,2,experimental,180,566,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting but the soccer game was not very exciting.,but,1,2,experimental,181,567,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting when the soccer game was not very exciting.,when,1,2,experimental,182,568,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting although the soccer game was not very exciting.,although,1,2,experimental,183,569,No,17,4,1,Llama 3.1 8B
The soccer game was very exciting or the soccer game was not very exciting.,or,0,2,experimental,184,570,Yes,17,4,1,Llama 3.1 8B
Maybe the soccer game was very exciting, maybe the soccer game was not very exciting.,maybe,0,2,experimental,185,571,Yes,17,4,1,Llama 3.1 8B
Perhaps the soccer game was very exciting, perhaps the soccer game was not very exciting.,perhaps,0,2,experimental,186,572,Yes,17,4,1,Llama 3.1 8B
The soccer game might be very exciting and the soccer game might not be very exciting.,might,0,2,experimental,187,573,Yes,17,4,1,Llama 3.1 8B
The trash is overflowing in my apartment and the trash is not overflowing in my apartment.,and,1,2,experimental,188,574,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment if the trash is not overflowing in my apartment.,if,1,2,experimental,189,575,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment so the trash is not overflowing in my apartment.,so,1,2,experimental,190,576,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment therefore the trash is not overflowing in my apartment.,therefore,1,2,experimental,191,577,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment but the trash is not overflowing in my apartment.,but,1,2,experimental,192,578,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment when the trash is not overflowing in my apartment.,when,1,2,experimental,193,579,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment although the trash is not overflowing in my apartment.,although,1,2,experimental,194,580,No,18,4,1,Llama 3.1 8B
The trash is overflowing in my apartment or the trash is not overflowing in my apartment.,or,0,2,experimental,195,581,Yes,18,4,1,Llama 3.1 8B
Maybe the trash is overflowing in my apartment, maybe the trash is not overflowing in my apartment.,maybe,0,2,experimental,196,582,Yes,18,4,1,Llama 3.1 8B
Perhaps the trash is overflowing in my apartment, perhaps the trash is not overflowing in my apartment.,perhaps,0,2,experimental,197,583,Yes,18,4,1,Llama 3.1 8B
The trash might be overflowing in my apartment and the trash might not be overflowing in my apartment.,might,0,2,experimental,198,584,Yes,18,4,1,Llama 3.1 8B
My dog weighs ten pounds and my dog does not weigh ten pounds.,and,1,2,experimental,199,585,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds if my dog does not weigh ten pounds.,if,1,2,experimental,200,586,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds so my dog does not weigh ten pounds.,so,1,2,experimental,201,587,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds therefore my dog does not weigh ten pounds.,therefore,1,2,experimental,202,588,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds but my dog does not weigh ten pounds.,but,1,2,experimental,203,589,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds when my dog does not weigh ten pounds.,when,1,2,experimental,204,590,No,19,4,1,Llama 3.1 8B
My dog weighs ten pounds although my dog does not weigh ten pounds.,although,1,2,experimental,205,591,Yes,19,4,0,Llama 3.1 8B
My dog weighs ten pounds or my dog does not weigh ten pounds.,or,0,2,experimental,206,592,Yes,19,4,1,Llama 3.1 8B
Maybe my dog weighs ten pounds, maybe my dog does not weigh ten pounds.,maybe,0,2,experimental,207,593,Yes,19,4,1,Llama 3.1 8B
Perhaps my dog weighs ten pounds, perhaps my dog does not weigh ten pounds.,perhaps,0,2,experimental,208,594,Yes,19,4,1,Llama 3.1 8B
My dog might weigh ten pounds and my dog might not weigh ten pounds.,might,0,2,experimental,209,595,Yes,19,4,1,Llama 3.1 8B
The tree in my backyard has green leaves and the tree in my backyard does not have green leaves.,and,1,2,experimental,210,596,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves if the tree in my backyard does not have green leaves.,if,1,2,experimental,211,597,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves so the tree in my backyard does not have green leaves.,so,1,2,experimental,212,598,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves therefore the tree in my backyard does not have green leaves.,therefore,1,2,experimental,213,599,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves but the tree in my backyard does not have green leaves.,but,1,2,experimental,214,600,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves when the tree in my backyard does not have green leaves.,when,1,2,experimental,215,601,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves although the tree in my backyard does not have green leaves.,although,1,2,experimental,216,602,No,20,4,1,Llama 3.1 8B
The tree in my backyard has green leaves or the tree in my backyard does not have green leaves.,or,0,2,experimental,217,603,Yes,20,4,1,Llama 3.1 8B
Maybe the tree in my backyard has green leaves, maybe the tree in my backyard does not have green leaves.,maybe,0,2,experimental,218,604,Yes,20,4,1,Llama 3.1 8B
Perhaps the tree in my backyard has green leaves, perhaps the tree in my backyard does not have green leaves.,perhaps,0,2,experimental,219,605,Yes,20,4,1,Llama 3.1 8B
The tree in my backyard might have green leaves and the tree in my backyard might not have green leaves.,might,0,2,experimental,220,606,Yes,20,4,1,Llama 3.1 8B
My sister told me to walk the dog and my sister did not tell me to walk the dog.,and,1,2,experimental,221,607,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog if my sister did not tell me to walk the dog.,if,1,2,experimental,222,608,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog so my sister did not tell me to walk the dog.,so,1,2,experimental,223,609,Yes,21,4,0,Llama 3.1 8B
My sister told me to walk the dog therefore my sister did not tell me to walk the dog.,therefore,1,2,experimental,224,610,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog but my sister did not tell me to walk the dog.,but,1,2,experimental,225,611,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog when my sister did not tell me to walk the dog.,when,1,2,experimental,226,612,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog although my sister did not tell me to walk the dog.,although,1,2,experimental,227,613,No,21,4,1,Llama 3.1 8B
My sister told me to walk the dog or my sister did not tell me to walk the dog.,or,0,2,experimental,228,614,Yes,21,4,1,Llama 3.1 8B
Maybe my sister told me to walk the dog, maybe my sister did not tell me to walk the dog.,maybe,0,2,experimental,229,615,Yes,21,4,1,Llama 3.1 8B
Perhaps my sister told me to walk the dog, perhaps my sister did not tell me to walk the dog.,perhaps,0,2,experimental,230,616,Yes,21,4,1,Llama 3.1 8B
My sister might tell me to walk the dog and my sister might not tell me to walk the dog.,might,0,2,experimental,231,617,Yes,21,4,1,Llama 3.1 8B
The books on the shelf are all hard cover and the books on the shelf are not all hard cover.,and,1,2,experimental,232,618,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover if the books on the shelf are not all hard cover.,if,1,2,experimental,233,619,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover so the books on the shelf are not all hard cover.,so,1,2,experimental,234,620,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover therefore the books on the shelf are not all hard cover.,therefore,1,2,experimental,235,621,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover but the books on the shelf are not all hard cover.,but,1,2,experimental,236,622,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover when the books on the shelf are not all hard cover.,when,1,2,experimental,237,623,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover although the books on the shelf are not all hard cover.,although,1,2,experimental,238,624,No,22,4,1,Llama 3.1 8B
The books on the shelf are all hard cover or the books on the shelf are not all hard cover.,or,0,2,experimental,239,625,Yes,22,4,1,Llama 3.1 8B
Maybe the books on the shelf are all hard cover, maybe the books on the shelf are not all hard cover.,maybe,0,2,experimental,240,626,Yes,22,4,1,Llama 3.1 8B
Perhaps the books on the shelf are all hard cover, perhaps the books on the shelf are not all hard cover.,perhaps,0,2,experimental,241,627,Yes,22,4,1,Llama 3.1 8B
The books on the shelf might be all hard cover and the books on the shelf might not be all hard cover.,might,0,2,experimental,242,628,No,22,4,0,Llama 3.1 8B
The school bus comes on time and the school bus does not come on time.,and,1,2,experimental,243,629,No,23,4,1,Llama 3.1 8B
The school bus comes on time if the school bus does not come on time.,if,1,2,experimental,244,630,No,23,4,1,Llama 3.1 8B
The school bus comes on time so the school bus does not come on time.,so,1,2,experimental,245,631,No,23,4,1,Llama 3.1 8B
The school bus comes on time therefore the school bus does not come on time.,therefore,1,2,experimental,246,632,No,23,4,1,Llama 3.1 8B
The school bus comes on time but the school bus does not come on time.,but,1,2,experimental,247,633,No,23,4,1,Llama 3.1 8B
The school bus comes on time when the school bus does not come on time.,when,1,2,experimental,248,634,No,23,4,1,Llama 3.1 8B
The school bus comes on time although the school bus does not come on time.,although,1,2,experimental,249,635,No,23,4,1,Llama 3.1 8B
The school bus comes on time or the school bus does not come on time.,or,0,2,experimental,250,636,Yes,23,4,1,Llama 3.1 8B
Maybe the school bus comes on time, maybe the school bus does not come on time.,maybe,0,2,experimental,251,637,Yes,23,4,1,Llama 3.1 8B
Perhaps the school bus comes on time, perhaps the school bus does not come on time.,perhaps,0,2,experimental,252,638,Yes,23,4,1,Llama 3.1 8B
The school bus might come on time and the school bus might not come on time.,might,0,2,experimental,253,639,Yes,23,4,1,Llama 3.1 8B
Friendship is very important to Sarah and Friendship is not very important to Sarah.,and,1,2,experimental,254,640,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah if Friendship is not very important to Sarah.,if,1,2,experimental,255,641,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah so Friendship is not very important to Sarah.,so,1,2,experimental,256,642,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah therefore Friendship is not very important to Sarah.,therefore,1,2,experimental,257,643,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah but Friendship is not very important to Sarah.,but,1,2,experimental,258,644,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah when Friendship is not very important to Sarah.,when,1,2,experimental,259,645,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah although Friendship is not very important to Sarah.,although,1,2,experimental,260,646,No,24,4,1,Llama 3.1 8B
Friendship is very important to Sarah or Friendship is not very important to Sarah.,or,0,2,experimental,261,647,Yes,24,4,1,Llama 3.1 8B
Maybe Friendship is very important to Sarah ., maybe Friendship is not very important to Sarah.,maybe,0,2,experimental,262,648,Yes,24,4,1,Llama 3.1 8B
Perhaps Friendship is very important to Sarah ., perhaps Friendship is not very important to Sarah.,perhaps,0,2,experimental,263,649,Yes,24,4,1,Llama 3.1 8B
Friendship might be very important to Sarah and Friendship might not be very important to Sarah.,might,0,2,experimental,264,650,Yes,24,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face and the baseball cap does not help keep the sun off my face.,and,1,2,experimental,265,651,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face if the baseball cap does not help keep the sun off my face.,if,1,2,experimental,266,652,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face so the baseball cap does not help keep the sun off my face.,so,1,2,experimental,267,653,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face therefore the baseball cap does not help keep the sun off my face.,therefore,1,2,experimental,268,654,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face but the baseball cap does not help keep the sun off my face.,but,1,2,experimental,269,655,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,2,experimental,270,656,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,2,experimental,271,657,No,25,4,1,Llama 3.1 8B
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,2,experimental,272,658,Yes,25,4,1,Llama 3.1 8B
Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.,maybe,0,2,experimental,273,659,Yes,25,4,1,Llama 3.1 8B
Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.,perhaps,0,2,experimental,274,660,Yes,25,4,1,Llama 3.1 8B
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,2,experimental,275,661,Yes,25,4,1,Llama 3.1 8B
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,2,experimental,276,662,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,2,experimental,277,663,Yes,26,4,0,Llama 3.1 8B
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,2,experimental,278,664,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,2,experimental,279,665,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,2,experimental,280,666,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,2,experimental,281,667,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,2,experimental,282,668,No,26,4,1,Llama 3.1 8B
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,2,experimental,283,669,Yes,26,4,1,Llama 3.1 8B
Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.,maybe,0,2,experimental,284,670,No,26,4,0,Llama 3.1 8B
Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.,perhaps,0,2,experimental,285,671,Yes,26,4,1,Llama 3.1 8B
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,2,experimental,286,672,Yes,26,4,1,Llama 3.1 8B
She likes apples and she does not like apples.,and,1,3,experimental,1,773,No,1,4,1,Llama 3.1 8B
She likes apples if she does not like apples.,if,1,3,experimental,2,774,No,1,4,1,Llama 3.1 8B
She likes apples so she does not like apples.,so,1,3,experimental,3,775,No,1,4,1,Llama 3.1 8B
She likes apples therefore she does not like apples.,therefore,1,3,experimental,4,776,No,1,4,1,Llama 3.1 8B
She likes apples but she does not like apples.,but,1,3,experimental,5,777,No,1,4,1,Llama 3.1 8B
She likes apples when she does not like apples.,when,1,3,experimental,6,778,No,1,4,1,Llama 3.1 8B
She likes apples although she does not like apples.,although,1,3,experimental,7,779,No,1,4,1,Llama 3.1 8B
She likes apples or she does not like apples.,or,0,3,experimental,8,780,Yes,1,4,1,Llama 3.1 8B
Maybe she likes apples, maybe she does not like apples.,maybe,0,3,experimental,9,781,No,1,4,0,Llama 3.1 8B
Perhaps she likes apples, perhaps she does not like apples.,perhaps,0,3,experimental,10,782,Yes,1,4,1,Llama 3.1 8B
She might like apples and she might not like apples.,might,0,3,experimental,11,783,Yes,1,4,1,Llama 3.1 8B
Jim was born in California and Jim was not born in California.,and,1,3,experimental,12,784,No,2,4,1,Llama 3.1 8B
Jim was born in California if Jim was not born in California.,if,1,3,experimental,13,785,No,2,4,1,Llama 3.1 8B
Jim was born in California so Jim was not born in California.,so,1,3,experimental,14,786,No,2,4,1,Llama 3.1 8B
Jim was born in California therefore Jim was not born in California.,therefore,1,3,experimental,15,787,No,2,4,1,Llama 3.1 8B
Jim was born in California but Jim was not born in California.,but,1,3,experimental,16,788,No,2,4,1,Llama 3.1 8B
Jim was born in California when Jim was not born in California.,when,1,3,experimental,17,789,No,2,4,1,Llama 3.1 8B
Jim was born in California although Jim was not born in California.,although,1,3,experimental,18,790,No,2,4,1,Llama 3.1 8B
Jim was born in California or Jim was not born in California.,or,0,3,experimental,19,791,Yes,2,4,1,Llama 3.1 8B
Maybe Jim was born in California, maybe Jim was not born in California.,maybe,0,3,experimental,20,792,Yes,2,4,1,Llama 3.1 8B
Perhaps Jim was born in California, perhaps Jim was not born in California.,perhaps,0,3,experimental,21,793,Yes,2,4,1,Llama 3.1 8B
Jim might be born in California and Jim might not be born in California.,might,0,3,experimental,22,794,Yes,2,4,1,Llama 3.1 8B
The dog is alive and the dog is not alive.,and,1,3,experimental,23,795,No,3,4,1,Llama 3.1 8B
The dog is alive if the dog is not alive.,if,1,3,experimental,24,796,No,3,4,1,Llama 3.1 8B
The dog is alive so the dog is not alive.,so,1,3,experimental,25,797,No,3,4,1,Llama 3.1 8B
The dog is alive therefore the dog is not alive.,therefore,1,3,experimental,26,798,No,3,4,1,Llama 3.1 8B
The dog is alive but the dog is not alive.,but,1,3,experimental,27,799,No,3,4,1,Llama 3.1 8B
The dog is alive when the dog is not alive.,when,1,3,experimental,28,800,No,3,4,1,Llama 3.1 8B
The dog is alive although the dog is not alive.,although,1,3,experimental,29,801,No,3,4,1,Llama 3.1 8B
The dog is alive or the dog is not alive.,or,0,3,experimental,30,802,Yes,3,4,1,Llama 3.1 8B
Maybe the dog is alive, maybe the dog is not alive.,maybe,0,3,experimental,31,803,Yes,3,4,1,Llama 3.1 8B
Perhaps the dog is alive, perhaps the dog is not alive.,perhaps,0,3,experimental,32,804,Yes,3,4,1,Llama 3.1 8B
The dog might be alive and the dog might not be alive.,might,0,3,experimental,33,805,Yes,3,4,1,Llama 3.1 8B
The cat chases the mouse and the cat does not chase the mouse.,and,1,3,experimental,34,806,No,4,4,1,Llama 3.1 8B
The cat chases the mouse if the cat does not chase the mouse.,if,1,3,experimental,35,807,No,4,4,1,Llama 3.1 8B
The cat chases the mouse so the cat does not chase the mouse.,so,1,3,experimental,36,808,No,4,4,1,Llama 3.1 8B
The cat chases the mouse therefore the cat does not chase the mouse.,therefore,1,3,experimental,37,809,No,4,4,1,Llama 3.1 8B
The cat chases the mouse but the cat does not chase the mouse.,but,1,3,experimental,38,810,No,4,4,1,Llama 3.1 8B
The cat chases the mouse when the cat does not chase the mouse.,when,1,3,experimental,39,811,No,4,4,1,Llama 3.1 8B
The cat chases the mouse although the cat does not chase the mouse.,although,1,3,experimental,40,812,No,4,4,1,Llama 3.1 8B
The cat chases the mouse or the cat does not chase the mouse.,or,0,3,experimental,41,813,Yes,4,4,1,Llama 3.1 8B
Maybe the cat chases the mouse, maybe the cat does not chase the mouse.,maybe,0,3,experimental,42,814,Yes,4,4,1,Llama 3.1 8B
Perhaps the cat chases the mouse, perhaps the cat does not chase the mouse.,perhaps,0,3,experimental,43,815,Yes,4,4,1,Llama 3.1 8B
The cat might chase the mouse and the cat might not chase the mouse.,might,0,3,experimental,44,816,Yes,4,4,1,Llama 3.1 8B
I have a car and I do not have a car.,and,1,3,experimental,45,817,No,5,4,1,Llama 3.1 8B
I have a car if I do not have a car.,if,1,3,experimental,46,818,No,5,4,1,Llama 3.1 8B
I have a car so I do not have a car.,so,1,3,experimental,47,819,No,5,4,1,Llama 3.1 8B
I have a car therefore I do not have a car.,therefore,1,3,experimental,48,820,No,5,4,1,Llama 3.1 8B
I have a car but I do not have a car.,but,1,3,experimental,49,821,No,5,4,1,Llama 3.1 8B
I have a car when I do not have a car.,when,1,3,experimental,50,822,No,5,4,1,Llama 3.1 8B
I have a car although I do not have a car.,although,1,3,experimental,51,823,No,5,4,1,Llama 3.1 8B
I have a car or I do not have a car.,or,0,3,experimental,52,824,Yes,5,4,1,Llama 3.1 8B
Maybe I have a car, maybe I do not have a car.,maybe,0,3,experimental,53,825,Yes,5,4,1,Llama 3.1 8B
Perhaps I have a car, perhaps I do not have a car.,perhaps,0,3,experimental,54,826,Yes,5,4,1,Llama 3.1 8B
I might have a car and I might not have a car.,might,0,3,experimental,55,827,Yes,5,4,1,Llama 3.1 8B
The boy is playing soccer and the boy is not playing soccer.,and,1,3,experimental,56,828,No,6,4,1,Llama 3.1 8B
