Sentence,Connective,Contradiction,Instructions,Type,Original order,Total order,Response
"Perhaps the soccer game was very exciting, perhaps the soccer game was not very exciting.",perhaps,0,3,experimental,186,958,yes
The soccer game might be very exciting and the soccer game might not be very exciting.,might,0,3,experimental,187,959,yes
The trash is overflowing in my apartment and the trash is not overflowing in my apartment.,and,1,3,experimental,188,960,no
The trash is overflowing in my apartment if the trash is not overflowing in my apartment.,if,1,3,experimental,189,961,No
The trash is overflowing in my apartment so the trash is not overflowing in my apartment.,so,1,3,experimental,190,962,No
The trash is overflowing in my apartment therefore the trash is not overflowing in my apartment.,therefore,1,3,experimental,191,963,No
The trash is overflowing in my apartment but the trash is not overflowing in my apartment.,but,1,3,experimental,192,964,No
The trash is overflowing in my apartment when the trash is not overflowing in my apartment.,when,1,3,experimental,193,965,No
The trash is overflowing in my apartment although the trash is not overflowing in my apartment.,although,1,3,experimental,194,966,No
The trash is overflowing in my apartment or the trash is not overflowing in my apartment.,or,0,3,experimental,195,967,yes
"Maybe the trash is overflowing in my apartment, maybe the trash is not overflowing in my apartment.",maybe,0,3,experimental,196,968,yes
"Perhaps the trash is overflowing in my apartment, perhaps the trash is not overflowing in my apartment.",perhaps,0,3,experimental,197,969,yes
The trash might be overflowing in my apartment and the trash might not be overflowing in my apartment.,might,0,3,experimental,198,970,yes
My dog weighs ten pounds and my dog does not weigh ten pounds.,and,1,3,experimental,199,971,No
My dog weighs ten pounds if my dog does not weigh ten pounds.,if,1,3,experimental,200,972,No
My dog weighs ten pounds so my dog does not weigh ten pounds.,so,1,3,experimental,201,973,No
My dog weighs ten pounds therefore my dog does not weigh ten pounds.,therefore,1,3,experimental,202,974,no
My dog weighs ten pounds but my dog does not weigh ten pounds.,but,1,3,experimental,203,975,no
My dog weighs ten pounds when my dog does not weigh ten pounds.,when,1,3,experimental,204,976,no
My dog weighs ten pounds although my dog does not weigh ten pounds.,although,1,3,experimental,205,977,No
My dog weighs ten pounds or my dog does not weigh ten pounds.,or,0,3,experimental,206,978,Yes.
"Maybe my dog weighs ten pounds, maybe my dog does not weigh ten pounds.",maybe,0,3,experimental,207,979,Yes.
"Perhaps my dog weighs ten pounds, perhaps my dog does not weigh ten pounds.",perhaps,0,3,experimental,208,980,Yes
My dog might weigh ten pounds and my dog might not weigh ten pounds.,might,0,3,experimental,209,981,yes
The tree in my backyard has green leaves and the tree in my backyard does not have green leaves.,and,1,3,experimental,210,982,No
The tree in my backyard has green leaves if the tree in my backyard does not have green leaves.,if,1,3,experimental,211,983,No
The tree in my backyard has green leaves so the tree in my backyard does not have green leaves.,so,1,3,experimental,212,984,No
The tree in my backyard has green leaves therefore the tree in my backyard does not have green leaves.,therefore,1,3,experimental,213,985,No
The tree in my backyard has green leaves but the tree in my backyard does not have green leaves.,but,1,3,experimental,214,986,No
The tree in my backyard has green leaves when the tree in my backyard does not have green leaves.,when,1,3,experimental,215,987,No
The tree in my backyard has green leaves although the tree in my backyard does not have green leaves.,although,1,3,experimental,216,988,no
The tree in my backyard has green leaves or the tree in my backyard does not have green leaves.,or,0,3,experimental,217,989,Yes.
"Maybe the tree in my backyard has green leaves, maybe the tree in my backyard does not have green leaves.",maybe,0,3,experimental,218,990,yes
"Perhaps the tree in my backyard has green leaves, perhaps the tree in my backyard does not have green leaves.",perhaps,0,3,experimental,219,991,yes
The tree in my backyard might have green leaves and the tree in my backyard might not have green leaves.,might,0,3,experimental,220,992,Yes
My sister told me to walk the dog and my sister did not tell me to walk the dog.,and,1,3,experimental,221,993,No
My sister told me to walk the dog if my sister did not tell me to walk the dog.,if,1,3,experimental,222,994,No
My sister told me to walk the dog so my sister did not tell me to walk the dog.,so,1,3,experimental,223,995,No
My sister told me to walk the dog therefore my sister did not tell me to walk the dog.,therefore,1,3,experimental,224,996,No
My sister told me to walk the dog but my sister did not tell me to walk the dog.,but,1,3,experimental,225,997,No
My sister told me to walk the dog when my sister did not tell me to walk the dog.,when,1,3,experimental,226,998,No
My sister told me to walk the dog although my sister did not tell me to walk the dog.,although,1,3,experimental,227,999,No
My sister told me to walk the dog or my sister did not tell me to walk the dog.,or,0,3,experimental,228,1000,Yes
"Maybe my sister told me to walk the dog, maybe my sister did not tell me to walk the dog.",maybe,0,3,experimental,229,1001,Yes.
"Perhaps my sister told me to walk the dog, perhaps my sister did not tell me to walk the dog.",perhaps,0,3,experimental,230,1002,Yes.
My sister might tell me to walk the dog and my sister might not tell me to walk the dog.,might,0,3,experimental,231,1003,Yes
The books on the shelf are all hard cover and the books on the shelf are not all hard cover.,and,1,3,experimental,232,1004,No
The books on the shelf are all hard cover if the books on the shelf are not all hard cover.,if,1,3,experimental,233,1005,No
The books on the shelf are all hard cover so the books on the shelf are not all hard cover.,so,1,3,experimental,234,1006,No
The books on the shelf are all hard cover therefore the books on the shelf are not all hard cover.,therefore,1,3,experimental,235,1007,No
The books on the shelf are all hard cover but the books on the shelf are not all hard cover.,but,1,3,experimental,236,1008,no
The books on the shelf are all hard cover when the books on the shelf are not all hard cover.,when,1,3,experimental,237,1009,No
The books on the shelf are all hard cover although the books on the shelf are not all hard cover.,although,1,3,experimental,238,1010,No
The books on the shelf are all hard cover or the books on the shelf are not all hard cover.,or,0,3,experimental,239,1011,yes
"Maybe the books on the shelf are all hard cover, maybe the books on the shelf are not all hard cover.",maybe,0,3,experimental,240,1012,yes
"Perhaps the books on the shelf are all hard cover, perhaps the books on the shelf are not all hard cover.",perhaps,0,3,experimental,241,1013,no
The books on the shelf might be all hard cover and the books on the shelf might not be all hard cover.,might,0,3,experimental,242,1014,yes
The school bus comes on time and the school bus does not come on time.,and,1,3,experimental,243,1015,No
The school bus comes on time if the school bus does not come on time.,if,1,3,experimental,244,1016,No
The school bus comes on time so the school bus does not come on time.,so,1,3,experimental,245,1017,No
The school bus comes on time therefore the school bus does not come on time.,therefore,1,3,experimental,246,1018,No
The school bus comes on time but the school bus does not come on time.,but,1,3,experimental,247,1019,No
The school bus comes on time when the school bus does not come on time.,when,1,3,experimental,248,1020,No
The school bus comes on time although the school bus does not come on time.,although,1,3,experimental,249,1021,No
The school bus comes on time or the school bus does not come on time.,or,0,3,experimental,250,1022,Yes.
"Maybe the school bus comes on time, maybe the school bus does not come on time.",maybe,0,3,experimental,251,1023,Yes.
"Perhaps the school bus comes on time, perhaps the school bus does not come on time.",perhaps,0,3,experimental,252,1024,yes
The school bus might come on time and the school bus might not come on time.,might,0,3,experimental,253,1025,Yes.
Friendship is very important to Sarah and Friendship is not very important to Sarah.,and,1,3,experimental,254,1026,no
Friendship is very important to Sarah if Friendship is not very important to Sarah.,if,1,3,experimental,255,1027,No
Friendship is very important to Sarah so Friendship is not very important to Sarah.,so,1,3,experimental,256,1028,No
Friendship is very important to Sarah therefore Friendship is not very important to Sarah.,therefore,1,3,experimental,257,1029,No
Friendship is very important to Sarah but Friendship is not very important to Sarah.,but,1,3,experimental,258,1030,No
Friendship is very important to Sarah when Friendship is not very important to Sarah.,when,1,3,experimental,259,1031,No
Friendship is very important to Sarah although Friendship is not very important to Sarah.,although,1,3,experimental,260,1032,no
Friendship is very important to Sarah or Friendship is not very important to Sarah.,or,0,3,experimental,261,1033,Yes
"Maybe Friendship is very important to Sarah ., maybe Friendship is not very important to Sarah.",maybe,0,3,experimental,262,1034,yes
"Perhaps Friendship is very important to Sarah ., perhaps Friendship is not very important to Sarah.",perhaps,0,3,experimental,263,1035,yes
Friendship might be very important to Sarah and Friendship might not be very important to Sarah.,might,0,3,experimental,264,1036,yes
The baseball cap helps keep the sun off my face and the baseball cap does not help keep the sun off my face.,and,1,3,experimental,265,1037,No
The baseball cap helps keep the sun off my face if the baseball cap does not help keep the sun off my face.,if,1,3,experimental,266,1038,No
The baseball cap helps keep the sun off my face so the baseball cap does not help keep the sun off my face.,so,1,3,experimental,267,1039,No
The baseball cap helps keep the sun off my face therefore the baseball cap does not help keep the sun off my face.,therefore,1,3,experimental,268,1040,No
The baseball cap helps keep the sun off my face but the baseball cap does not help keep the sun off my face.,but,1,3,experimental,269,1041,No
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,3,experimental,270,1042,no
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,3,experimental,271,1043,No
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,3,experimental,272,1044,Yes.
"Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.",maybe,0,3,experimental,273,1045,yes
"Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.",perhaps,0,3,experimental,274,1046,yes
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,3,experimental,275,1047,Yes.
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,3,experimental,276,1048,No
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,3,experimental,277,1049,Yes.
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,3,experimental,278,1050,No
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,3,experimental,279,1051,no
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,3,experimental,280,1052,no
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,3,experimental,281,1053,No
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,3,experimental,282,1054,No
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,3,experimental,283,1055,Yes
"Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.",maybe,0,3,experimental,284,1056,yes
"Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.",perhaps,0,3,experimental,285,1057,Yes
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,3,experimental,286,1058,Yes
"Perhaps the cat does not chase the mouse, perhaps the kids do not go to the mall.",perhaps,0,3,control,287,1059,yes
The books on the shelf are all hard cover and I did not run into my classmate at the mall.,and,0,3,control,288,1060,No
The dog is alive although the baseball cap does not help keep the sun off my face.,although,0,3,control,289,1061,yes
"Maybe Jim showed the man his tickets, maybe the dog is not alive.",maybe,0,3,control,290,1062,No
I did not call Anna twice today when I did not run into my classmate at the mall.,when,0,3,control,291,1063,No
Friendship is very important to Sarah although the school bus does not come on time.,although,0,3,control,292,1064,Yes
This wedding ceremony was held outdoors if the tea in the kettle is not done brewing.,if,0,3,control,293,1065,no
Jim was not born in California although my dog weighs ten pounds.,although,0,3,control,294,1066,yes
"Maybe the tree in my backyard does not have green leaves, maybe she likes apples.",maybe,0,3,control,295,1067,No
The cat chases the mouse but the trash is overflowing in my apartment.,but,0,3,control,296,1068,yes
The mansion has ten rooms or the tree in my backyard has green leaves.,or,0,3,control,297,1069,Yes
I might call Anna twice today and friendship might not be very important to Sarah.,might,0,3,control,298,1070,No.
The kids do not go to the mall and this wedding ceremony was not held outdoors.,and,0,3,control,299,1071,No
The books on the shelf are all hard cover if I ran into my classmate at the mall.,if,0,3,control,300,1072,no
I drove to the store to buy some milk so this wedding ceremony was not held outdoors.,so,0,3,control,301,1073,No
The mansion might not have ten rooms and I might not run into my classmate at the mall.,might,0,3,control,302,1074,Yes.
"Maybe the tea in the kettle is not done brewing, maybe I ran into my classmate at the mall.",maybe,0,3,control,303,1075,No
My sister did not tell me to walk the dog although I do not have a car.,although,0,3,control,304,1076,Yes.
I do not have a car therefore Friendship is not very important to Sarah.,therefore,0,3,control,305,1077,No
Steve went to New York so my dog does not weigh ten pounds.,so,0,3,control,306,1078,No
My sister did not tell me to walk the dog so the school bus does not come on time.,so,0,3,control,307,1079,no
The boy is not playing soccer so the boy is playing soccer.,so,0,3,control,308,1080,No
I did not drive to the store to buy some milk when the tree in my backyard has green leaves.,when,0,3,control,309,1081,Yes.
The man has forgotten to do his homework but I did not drive to the store to buy some milk.,but,0,3,control,310,1082,no
I do not have a car although the kids go to the mall.,although,0,3,control,311,1083,Yes
"Maybe the kids go to the mall, maybe the school bus does not come on time.",maybe,0,3,control,312,1084,no
The cat chases the mouse therefore my sister did not tell me to walk the dog.,therefore,0,3,control,313,1085,no
The boy might be playing soccer and this wedding ceremony might be held outdoors.,might,0,3,control,314,1086,Yes.
The dog is alive if I did not drive to the store to buy some milk.,if,0,3,control,315,1087,Yes
"Perhaps Friendship is not very important to Sarah ., perhaps I do not have a car.",perhaps,0,3,control,316,1088,No
My dog weighs ten pounds although the cat chases the mouse.,although,0,3,control,317,1089,yes
My dog weighs ten pounds if Friendship is very important to Sarah.,if,0,3,control,318,1090,no
The dog is not alive when the school bus does not come on time.,when,0,3,control,319,1091,no
"Maybe I did not run into my classmate at the mall, maybe the boy is playing soccer.",maybe,0,3,control,320,1092,Yes
My dog does not weigh ten pounds if I do not have a car.,if,0,3,control,321,1093,no
The man has not forgotten to do his homework therefore Jim did not show the man his tickets.,therefore,0,3,control,322,1094,No
Steve did not go to New York when my dog weighs ten pounds.,when,0,3,control,323,1095,Yes
Friendship is not very important to Sarah but my sister told me to walk the dog.,but,0,3,control,324,1096,no
"Maybe my dog does not weigh ten pounds, maybe I did not run into my classmate at the mall.",maybe,0,3,control,325,1097,Yes
I have a car if Friendship is very important to Sarah.,if,0,3,control,326,1098,No
The books on the shelf are not all hard cover therefore the tea in the kettle is done brewing.,therefore,0,3,control,327,1099,No
My dog weighs ten pounds if the baseball cap helps keep the sun off my face.,if,0,3,control,328,1100,no
My dog does not weigh ten pounds and I drove to the store to buy some milk.,and,0,3,control,329,1101,No
She might not like apples and the dog might be alive.,might,0,3,control,330,1102,No
I drove to the store to buy some milk so the teacher did not assign homework for the week.,so,0,3,control,331,1103,No
The boy is playing soccer when the cat does not chase the mouse.,when,0,3,control,332,1104,Yes.
I ran into my classmate at the mall so the cat chases the mouse.,so,0,3,control,333,1105,No
Steve did not go to New York but Jim did not show the man his tickets.,but,0,3,control,334,1106,No
The teacher might assign homework for the week and Steve might not go to New York.,might,0,3,control,335,1107,Yes.
Friendship is very important to Sarah but the mansion does not have ten rooms.,but,0,3,control,336,1108,no
The tea in the kettle is done brewing although the dog is alive.,although,0,3,control,337,1109,yes
Friendship is very important to Sarah and the boy is not playing soccer.,and,0,3,control,338,1110,No
Steve did not go to New York therefore I did not call Anna twice today.,therefore,0,3,control,339,1111,No
The boy is not playing soccer but the man has not forgotten to do his homework.,but,0,3,control,340,1112,No
The school bus comes on time so the tree in my backyard does not have green leaves.,so,0,3,control,341,1113,No
The school bus comes on time when the soccer game was not very exciting.,when,0,3,control,342,1114,No
My dog weighs ten pounds and the tea in the kettle is done brewing.,and,0,3,control,343,1115,no
"Maybe the trash is not overflowing in my apartment, maybe I did not call Anna twice today.",maybe,0,3,control,344,1116,yes
The mansion has ten rooms but Friendship is not very important to Sarah.,but,0,3,control,345,1117,no
The teacher did not assign homework for the week so my sister told me to walk the dog.,so,0,3,control,346,1118,No
"Perhaps the books on the shelf are all hard cover, perhaps the mansion has ten rooms.",perhaps,0,3,control,347,1119,no
The boy is not playing soccer but the books on the shelf are all hard cover.,but,0,3,control,348,1120,no
"Perhaps the mansion does not have ten rooms, perhaps I did not call Anna twice today.",perhaps,0,3,control,349,1121,yes
"Perhaps I did not drive to the store to buy some milk, perhaps my sister told me to walk the dog.",perhaps,0,3,control,350,1122,Yes.
I might not call Anna twice today and she might not like apples.,might,0,3,control,351,1123,Yes
My dog does not weigh ten pounds or the man has forgotten to do his homework.,or,0,3,control,352,1124,yes
The man has not forgotten to do his homework but the soccer game was very exciting.,but,0,3,control,353,1125,yes
The soccer game was very exciting and I called Anna twice today.,and,0,3,control,354,1126,no
The mansion has ten rooms when the tree in my backyard does not have green leaves.,when,0,3,control,355,1127,no
The tree in my backyard has green leaves or Jim did not show the man his tickets.,or,0,3,control,356,1128,No
I did not drive to the store to buy some milk although I called Anna twice today.,although,0,3,control,357,1129,no
The books on the shelf are not all hard cover so Jim showed the man his tickets.,so,0,3,control,358,1130,No
The boy is playing soccer therefore my dog weighs ten pounds.,therefore,0,3,control,359,1131,no
The baseball cap does not help keep the sun off my face therefore my dog weighs ten pounds.,therefore,0,3,control,360,1132,no
I might drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,3,control,361,1133,yes
The soccer game was very exciting if she does not like apples.,if,0,3,control,362,1134,no
I might call Anna twice today and Steve might go to New York.,might,0,3,control,363,1135,yes
The kids go to the mall when I ran into my classmate at the mall.,when,0,3,control,364,1136,No
"Perhaps the kids do not go to the mall, perhaps I ran into my classmate at the mall.",perhaps,0,3,control,365,1137,yes
"Maybe Steve did not go to New York, maybe Steve did not go to New York.",maybe,0,3,control,366,1138,Yes
Friendship is very important to Sarah or Steve did not go to New York.,or,0,3,control,367,1139,No
The trash is overflowing in my apartment therefore the books on the shelf are not all hard cover.,therefore,0,3,control,368,1140,no
The tea in the kettle is done brewing when Friendship is very important to Sarah.,when,0,3,control,369,1141,no
The trash is overflowing in my apartment and the kids go to the mall.,and,0,3,control,370,1142,no
The teacher might not assign homework for the week and the soccer game might not be very exciting.,might,0,3,control,371,1143,no
"Maybe the school bus does not come on time, maybe the tea in the kettle is not done brewing.",maybe,0,3,control,372,1144,no
This wedding ceremony was not held outdoors although friendship is not very important to Sarah.,although,0,3,control,373,1145,No
"Perhaps the school bus does not come on time, perhaps Friendship is very important to Sarah.",perhaps,0,3,control,374,1146,yes
"Perhaps the baseball cap does not help keep the sun off my face, perhaps the cat chases the mouse.",perhaps,0,3,control,375,1147,no
"Maybe the tea in the kettle is not done brewing, maybe I did not call Anna twice today.",maybe,0,3,control,376,1148,yes
I drove to the store to buy some milk although my sister did not tell me to walk the dog.,although,0,3,control,377,1149,yes
I did not run into my classmate at the mall although my dog does not weigh ten pounds.,although,0,3,control,378,1150,no
The tea in the kettle is not done brewing so the boy is not playing soccer.,so,0,3,control,379,1151,No
I did not drive to the store to buy some milk but the teacher did not assign homework for the week.,but,0,3,control,380,1152,no
The man has forgotten to do his homework so the books on the shelf are all hard cover.,so,0,3,control,381,1153,no
The kids might go to the mall and the mansion might have ten rooms.,might,0,3,control,382,1154,yes
I might not drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,3,control,383,1155,yes
"Maybe the soccer game was not very exciting, maybe the books on the shelf are all hard cover.",maybe,0,3,control,384,1156,no
The tea in the kettle is not done brewing although Jim showed the man his tickets.,although,0,3,control,385,1157,No
I do not have a car or Jim was not born in California.,or,0,3,control,386,1158,Yes.
