Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Friendship is very important to me.",NOR,Control,created,Easy Good,109,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie plays softball. Jamie does not play softball.",NOR,Control,created,Easy Bad,115,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tea in the kettle was very hot.",NOR,Control,created,Easy Good,94,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John is annoyed. Mary showed up to his birthday party without a present or a card. I don’t know which.",NAND,Experimental,created,Without,60,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. She thinks he had time for only one of them.",NAND,Experimental,original,Other DE,16,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trees are very green this time of year.",NOR,Control,created,Easy Good,105,7
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The mansion was very big.",NOR,Control,created,Easy Good,92,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",NOR,Control,original,Good Filler,32,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely goes to the grocery story or the post office. I don’t remember which.",NAND,Experimental,created,Other DE,70,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John is upset. Clearly, he didn’t pass the semantics or the syntax exam.  And it wouldn’t be the first time he failed those classes.",NOR,Experimental,original,Negation,4,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary failed the Spanish test. She didn’t study the vocabulary words or the grammar. So she did really well on the grammar questions and the vocabulary words.",Contradictory,Experimental,created,Negation,58,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: She can play the piano. She cannot play the piano.",NOR,Control,created,Easy Bad,116,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The results of the election are not out yet, but I don't remember who won.",NOR,Control,original,Bad Filler,41,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some solutions were discussed during the meeting, but I could remember which one was retained.",NOR,Control,original,Bad Filler,39,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",NOR,Control,original,Good Filler,33,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",NOR,Control,original,Good Filler,34,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like orange juice. I hate orange juice.",NOR,Control,created,Easy Bad,112,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t like the restaurant we went to last night. She thought it was too expensive.",NOR,Control,original,Good Filler,24,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: When we ate at the seafood restaurant, my brother's face puffed up and turned red. That's how we found out he has a seafood allergy.",NOR,Control,created,Good Filler,85,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Annie doesn’t like chocolate or pie. She dislikes all types of dessert.",NOR,Experimental,created,Negation,55,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I remember there was a family conflict. Mary didn’t speak with her mother or her sister. She was only talking with her father after that.",NOR,Experimental,original,Negation,5,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I forgot to eat dinner. I didn't forget to eat dinner.",NOR,Control,created,Easy Bad,125,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: There were some countries targeted for the attack, but I will not remember which.",NOR,Control,original,Bad Filler,37,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It seems John has lived here for years without medical or house insurance. I don’t remember which one.",NAND,Experimental,original,Without,8,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like the snow. I don't like the snow.",NOR,Control,created,Easy Bad,118,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Winter is Mary's favorite season. She loves the snow.",NOR,Control,created,Good Filler,79,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The school bus always comes on time.",NOR,Control,created,Easy Good,108,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My grandparents have a hard time understanding me. English is not their first language.",NOR,Control,created,Good Filler,83,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was upset about failing the test, even if I find it really expensive. ",NOR,Control,created,Bad Filler,89,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: A group of children played on the playground.",NOR,Control,created,Easy Good,95,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",NOR,Control,original,Bad Filler,46,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I am tall. I am not tall.",NOR,Control,created,Easy Bad,121,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Kate used to live without coffee or chocolate. I don't remember which.",NAND,Experimental,original,Without,12,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I was late to work today. The traffic this morning was much worse than usual.",NOR,Control,created,Good Filler,76,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trash is overflowing in my apartment.",NOR,Control,created,Easy Good,103,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The road is wet. The road is not wet. ",NOR,Control,created,Easy Bad,131,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John made it through all of college without buying coffee or bread. I forget which.",NAND,Experimental,created,Without,64,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: When he was little, John would rarely sleep with his mother or his father. He always preferred to sleep alone.",NOR,Experimental,original,Other DE,17,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John went on holiday without his mother or his father. So he took them both on vacation because it's their anniversary.",Contradictory,Experimental,original,Without,10,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. I forget which.",NAND,Experimental,created,Without,63,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The soccer game was very exciting.",NOR,Control,created,Easy Good,101,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The earthquake affected some buildings in our area. Luckily no building was affected.",NOR,Control,original,Bad Filler,38,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My sister told me to walk the dog.",NOR,Control,created,Easy Good,106,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",NOR,Control,original,Good Filler,31,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The lunch break at school is very short. The kids rarely finish their lunch.",NOR,Control,original,Good Filler,26,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I drove to the store to buy some milk.",NOR,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary always brags about her famous cherry pie recipe. She's very proud of it.",NOR,Control,created,Good Filler,72,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I really liked the concert. The cellist should be playing brilliantly.",NOR,Control,original,Bad Filler,40,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I bring my phone with me everywhere I go.",NOR,Control,created,Easy Good,99,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My mom doesn't like the sound of loud chewing.",NOR,Control,created,Easy Good,93,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Paul can’t stand his colleagues, but I don’t know why.",NOR,Control,original,Good Filler,25,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The train didn’t get here on time, but nobody told us why.",NOR,Control,original,Good Filler,27,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I enjoy skiing, I don't enjoy skiing.",NOR,Control,created,Easy Bad,129,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Dan was upset with his grade. I shouldn’t have been the problem.",NOR,Control,original,Bad Filler,44,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Trains travel very fast. Trains don't travel very fast.",NOR,Control,created,Easy Bad,119,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tree is old. The tree is not old.",NOR,Control,created,Easy Bad,123,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My dog is small. My dog is not small.",NOR,Control,created,Easy Bad,130,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Running into my classmates at the mall is very common.",NOR,Control,created,Easy Good,98,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: He walked the dog yesterday. He did not walk the dog yesterday.",NOR,Control,created,Easy Bad,122,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The customer praised only the dessert. The happy customer praised the appetizer.",NOR,Control,original,Bad Filler,48,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people chose to take Calculus or Statistics. So most people take both in school.",Contradictory,Experimental,created,Other DE,66,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy has three jobs. I don't know how she does it.",NOR,Control,created,Good Filler,87,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doesn’t like cats or dogs. So she likes all animals.",Contradictory,Experimental,original,Negation,6,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy came back from the mall without buying a sweater or perfume She said she couldn't find anything she liked there.",NOR,Experimental,created,Without,65,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Mary didn’t invite John or Suzi to her birthday party. She’s upset with both of them and doesn’t want to see them.",NOR,Experimental,original,Negation,3,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t let us know her decision yet. She will have done that already.",NOR,Control,original,Bad Filler,43,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy hates cilantro. She says it tastes like soap to her.",NOR,Control,created,Good Filler,80,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that John watched Mission Impossible or James Bond. She thinks he only saw one.",NAND,Experimental,created,Other DE,68,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The smoke alarm went off. I bet John didn’t open the window or the door. Look, both the window and the door are still closed.",NOR,Experimental,created,Negation,57,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people took the appetizer or the dessert. The main dish was already expensive.",NOR,Experimental,original,Other DE,13,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, John doesn’t drink orange juice or apple juice. I don’t know which.",NAND,Experimental,created,Negation,53,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Yosemite is a great hiking destination.",NOR,Control,created,Easy Good,102,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",NOR,Control,created,Good Filler,77,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people are able to recite the national anthem or the pledge of allegiance. So most can recite both.",Contradictory,Experimental,created,Other DE,67,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t go on holidays this year. I can’t remember where.",NOR,Control,original,Bad Filler,42,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Weddings are a very lovely time.",NOR,Control,created,Easy Good,100,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My name is Jessica. My name is not Jessica.",NOR,Control,created,Easy Bad,114,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",NOR,Control,created,Good Filler,75,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",NOR,Control,original,Good Filler,33,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",NOR,Control,original,Good Filler,31,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary failed the Spanish test. She didn’t study the vocabulary words or the grammar. I don’t know which.",NAND,Experimental,created,Negation,58,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",NOR,Control,original,Good Filler,29,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The soccer game was very exciting.",NOR,Control,created,Easy Good,101,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Friendship is very important to me.",NOR,Control,created,Easy Good,109,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The results of the election are not out yet, but I don't remember who won.",NOR,Control,original,Bad Filler,41,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. She thinks he had time for only one of them.",NAND,Experimental,original,Other DE,16,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",NOR,Control,created,Good Filler,77,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Weddings are a very lovely time.",NOR,Control,created,Easy Good,100,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I bring my phone with me everywhere I go.",NOR,Control,created,Easy Good,99,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jane is worried. She got to the airport without her passport or her credit card. So she had her passport and her credit card in her bag.",Contradictory,Experimental,original,Without,7,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I am tall. I am not tall.",NOR,Control,created,Easy Bad,121,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people are able to recite the national anthem or the pledge of allegiance. So most can recite both.",Contradictory,Experimental,created,Other DE,67,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Yosemite is a great hiking destination.",NOR,Control,created,Easy Good,102,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some of the students speak English well, but not all of them.",NOR,Control,original,Good Filler,19,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I remember there was a family conflict. Mary didn’t speak with her mother or her sister. So she talked to them both yesterday.",Contradictory,Experimental,original,Negation,5,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, John doesn’t drink orange juice or apple juice. I don’t know which.",NAND,Experimental,created,Negation,53,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I understood correctly, John was scolded by his father yesterday. Today his mother tried to put an end to it.",NOR,Control,original,Bad Filler,47,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My mom doesn't like the sound of loud chewing.",NOR,Control,created,Easy Good,93,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: He walked the dog yesterday. He did not walk the dog yesterday.",NOR,Control,created,Easy Bad,122,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Winter is Mary's favorite season. She loves the snow.",NOR,Control,created,Good Filler,79,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: There were some countries targeted for the attack, but I will not remember which.",NOR,Control,original,Bad Filler,37,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like orange juice. I hate orange juice.",NOR,Control,created,Easy Bad,112,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The mansion was very big.",NOR,Control,created,Easy Good,92,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The school bus always comes on time.",NOR,Control,created,Easy Good,108,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My dog is small. My dog is not small.",NOR,Control,created,Easy Bad,130,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t go on holidays this year. I can’t remember where.",NOR,Control,original,Bad Filler,42,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Annie doesn’t like chocolate or pie. She dislikes all types of dessert.",NOR,Experimental,created,Negation,55,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: When we ate at the seafood restaurant, my brother's face puffed up and turned red. That's how we found out he has a seafood allergy.",NOR,Control,created,Good Filler,85,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My grandparents have a hard time understanding me. English is not their first language.",NOR,Control,created,Good Filler,83,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Running into my classmates at the mall is very common.",NOR,Control,created,Easy Good,98,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John is annoyed. Mary showed up to his birthday party without a present or a card. So Mary brought a thoughtful gift and a handwritten card to John's birthday party.",Contradictory,Experimental,created,Without,60,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The property tax raise affected many families in the area. Luckily no families were affected.",NOR,Control,created,Bad Filler,88,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some solutions were discussed during the meeting, but I could remember which one was retained.",NOR,Control,original,Bad Filler,39,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t let us know her decision yet. She will have done that already.",NOR,Control,original,Bad Filler,43,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Dan was upset with his grade. I shouldn’t have been the problem.",NOR,Control,original,Bad Filler,44,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",NOR,Control,created,Good Filler,75,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: They shut down some museums after the attacks. But I don’t know which ones.",NOR,Control,original,Good Filler,21,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The lunch break at school is very short. The kids rarely finish their lunch.",NOR,Control,original,Good Filler,26,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy hates cilantro. She says it tastes like soap to her.",NOR,Control,created,Good Filler,80,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: They haven't had another event at this school after the bomb threats last year.",NOR,Control,created,Good Filler,82,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",NOR,Control,original,Bad Filler,46,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tree is old. The tree is not old.",NOR,Control,created,Easy Bad,123,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I forgot to eat dinner. I didn't forget to eat dinner.",NOR,Control,created,Easy Bad,125,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My grandmother made these cookies without rum or cinnamon. Instead of those ingredients she added homemade brandy.",NOR,Experimental,original,Without,9,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The earthquake affected some buildings in our area. Luckily no building was affected.",NOR,Control,original,Bad Filler,38,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Her phone is about to run out of battery. Her phone is not about to run out of battery.",NOR,Control,created,Easy Bad,127,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The smoke alarm went off. I bet John didn’t open the window or the door. So, look, he opened them both.",Contradictory,Experimental,created,Negation,57,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",NOR,Control,original,Bad Filler,50,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: When he was little, John would rarely sleep with his mother or his father. I don’t remember which.",NAND,Experimental,original,Other DE,17,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Julie tried to seduce Jim at the party. And Mary did the same thing with Paul.",NOR,Control,original,Good Filler,30,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The customer praised only the dessert. The happy customer praised the appetizer.",NOR,Control,original,Bad Filler,48,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The road is wet. The road is not wet. ",NOR,Control,created,Easy Bad,131,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I drove to the store to buy some milk.",NOR,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",NOR,Control,original,Good Filler,23,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",NOR,Control,created,Good Filler,81,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Trains travel very fast. Trains don't travel very fast.",NOR,Control,created,Easy Bad,119,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t like the restaurant we went to last night. She thought it was too expensive.",NOR,Control,original,Good Filler,24,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It is raining right now. It is not raining right now.",NOR,Control,created,Easy Bad,117,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Paul can’t stand his colleagues, but I don’t know why.",NOR,Control,original,Good Filler,25,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The books on the shelf are very old.",NOR,Control,created,Easy Good,107,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was upset about failing the test, even if I find it really expensive. ",NOR,Control,created,Bad Filler,89,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: A group of children played on the playground.",NOR,Control,created,Easy Good,95,7
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",NOR,Control,original,Bad Filler,51,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I enjoy skiing, I don't enjoy skiing.",NOR,Control,created,Easy Bad,129,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary is sad. She left the restaurant without a sandwich or a cake. I don’t know which.",NAND,Experimental,created,Without,61,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. He's sworn off both.",NOR,Experimental,created,Without,63,7
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: One of my teachers hates me, but I will not remember which.",NOR,Control,created,Bad Filler,90,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: That kid likes toads. That kid does not like toads.",NOR,Control,created,Easy Bad,128,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",NOR,Control,original,Good Filler,34,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John went on holiday without his mother or his father. So he took them both on vacation because it's their anniversary.",Contradictory,Experimental,original,Without,10,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John is upset. Clearly, he didn’t pass the semantics or the syntax exam.  I wonder which it was.",NAND,Experimental,original,Negation,4,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The train didn’t get here on time, but nobody told us why.",NOR,Control,original,Good Filler,27,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Driving to work during rush hour is hard.",NOR,Control,created,Easy Good,104,4
