Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The teacher assigned homework for the week.",NOR,Control,created,Easy Good,96,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sue recommended two books to read during holidays, but I looked for them in libraries.",Contradictory,Control,original,Bad Filler,36,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Driving to work during rush hour is hard.",NOR,Control,created,Easy Good,104,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I like orange juice. I hate orange juice.",NOR,Control,created,Easy Bad,112,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My dad is bald. My dad is not bald.",NOR,Control,created,Easy Bad,120,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",NOR,Control,created,Good Filler,75,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It is raining right now. It is not raining right now.",NOR,Control,created,Easy Bad,117,1 6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I drove to the store to buy some milk.",NOR,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I was late to work today. The traffic this morning was much worse than usual.",NOR,Control,created,Good Filler,76,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people chose to take Calculus or Statistics. I don’t know which.",NAND,Experimental,created,Other DE,66,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My dog is small. My dog is not small.",NOR,Control,created,Easy Bad,130,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Winter is Mary's favorite season. She loves the snow.",NOR,Control,created,Good Filler,79,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It seems John has lived here for years without medical or house insurance. I don’t remember which one.",NAND,Experimental,original,Without,8,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It’s cold in this house. I bet you, John didn’t close the window or the back door.  I wonder which one of those two we’ll find open.",NAND,Experimental,original,Negation,2,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts Mary knows Spanish or French. He thinks she can only speak English.",NOR,Experimental,created,Other DE,69,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",Contradictory,Control,original,Good Filler,29,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some solutions were discussed during the meeting, but I could remember which one was retained.",Contradictory,Control,original,Bad Filler,39,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary is sad. She left the restaurant without a sandwich or a cake. So she spent ten dollars on the sandwich and the cake.",Contradictory,Experimental,created,Without,61,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary didn’t let us know her decision yet. She will have done that already.",Contradictory,Control,original,Bad Filler,43,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary always brags about her famous cherry pie recipe. She's very proud of it.",NOR,Control,created,Good Filler,72,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sometimes it snows heavily during the winter.",NOR,Control,created,Easy Good,97,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that John watched Mission Impossible or James Bond. So she knows he's watched all the action movies that have come out since the 1900s.",Contradictory,Experimental,created,Other DE,68,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): What is your impression after meeting our two new PhD students, Lina and Leo, today? Lina seems very motivated and with a strong background in syntax, but Leo, I cannot really tell.",Contradictory,Control,original,Good Filler,35,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Weddings are a very lovely time.",NOR,Control,created,Easy Good,100,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary rarely speaks German or French. She usually only speaks English.",NOR,Experimental,created,Other DE,71,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jane is worried. She got to the airport without her passport or her credit card. She forgot all her personal stuff in the cab to the airport!",NOR,Experimental,original,Without,7,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When we ate at the seafood restaurant, my brother's face puffed up and turned red. That's how we found out he has a seafood allergy.",NOR,Control,created,Good Filler,85,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Mary didn’t invite John or Suzi to her birthday party. So she invited them both.",Contradictory,Experimental,original,Negation,3,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): They shut down some museums after the attacks. But I don’t know which ones.",Contradictory,Control,original,Good Filler,21,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): They haven't had another event at this school after the bomb threats last year.",NOR,Control,created,Good Filler,82,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I've been to New York. I haven't been to New York.",NOR,Control,created,Easy Bad,124,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is upset. Clearly, he didn’t pass the semantics or the syntax exam.  I wonder which it was.",NAND,Experimental,original,Negation,4,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",NOR,Control,created,Good Filler,81,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My name is Jessica. My name is not Jessica.",NOR,Control,created,Easy Bad,114,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Yosemite is a great hiking destination.",NOR,Control,created,Easy Good,102,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",Contradictory,Control,original,Good Filler,22,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I bring my phone with me everywhere I go.",NOR,Control,created,Easy Good,99,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): There were some countries targeted for the attack, but I will not remember which.",Contradictory,Control,original,Bad Filler,37,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t go on holidays this year. I can’t remember where.",Contradictory,Control,original,Bad Filler,42,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tree is old. The tree is not old.",NOR,Control,created,Easy Bad,123,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Julie tried to seduce Jim at the party. And Mary did the same thing with Paul.",Contradictory,Control,original,Good Filler,30,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My mom doesn't like the sound of loud chewing.",NOR,Control,created,Easy Good,93,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Annie doesn’t like chocolate or pie. I don’t know which.",NAND,Experimental,created,Negation,55,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The school bus always comes on time.",NOR,Control,created,Easy Good,108,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",Contradictory,Control,original,Bad Filler,51,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",Contradictory,Control,original,Good Filler,32,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary failed the Spanish test. She didn’t study the vocabulary words or the grammar. She didn’t study either.",NOR,Experimental,created,Negation,58,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My aunt was very happy this morning. She was excited to see her friend after a long time.",NOR,Control,created,Good Filler,73,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doesn’t like cats or dogs. So she likes all animals.",Contradictory,Experimental,original,Negation,6,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The customer praised only the dessert. The happy customer praised the appetizer.",Contradictory,Control,original,Bad Filler,48,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",Contradictory,Control,original,Bad Filler,50,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John made it through all of college without buying coffee or bread. So John lived on toast and black coffee during college.",Contradictory,Experimental,created,Without,64,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie doesn’t like trees or flowers. I don’t remember which.",NAND,Experimental,created,Negation,56,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",Contradictory,Control,original,Good Filler,23,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts that Sue played football or tennis. So he thinks she did both.",Contradictory,Experimental,original,Other DE,15,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John rarely goes to the grocery story or the post office. So he often stops by the post office on his way to the grocery store.",Contradictory,Experimental,created,Other DE,70,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): He walked the dog yesterday. He did not walk the dog yesterday.",NOR,Control,created,Easy Bad,122,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Trains travel very fast. Trains don't travel very fast.",NOR,Control,created,Easy Bad,119,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It's cold outside. It's not cold outside.",NOR,Control,created,Easy Bad,113,4 4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  I am sure he was a lot happier without electronic devices.",NOR,Experimental,original,Without,11,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I love going to the gym. I'm there almost every day.",NOR,Control,created,Good Filler,84,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John went on holiday without his mother or his father. I don’t remember which.",NAND,Experimental,original,Without,10,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The smoke alarm went off. I bet John didn’t open the window or the door. Look, both the window and the door are still closed.",NOR,Experimental,created,Negation,57,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. So she knows he's read all the classics of Russian literature.",Contradictory,Experimental,original,Other DE,16,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I didn’t know the neighbors before moving here, even if I find it really generous.",Contradictory,Control,original,Bad Filler,45,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary didn’t like the restaurant we went to last night. She thought it was too expensive.",Contradictory,Control,original,Good Filler,24,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim was upset with me yesterday. He thought I ate his cake, but I didn't.",NOR,Control,created,Good Filler,74,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. She’s happy she doesn’t have any tickets to pay.",NOR,Experimental,created,Without,62,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary was very happy this morning. She gave a good talk at the conference on Monday.",Contradictory,Control,original,Good Filler,28,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie plays softball. Jamie does not play softball.",NOR,Control,created,Easy Bad,115,4 2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I am tall. I am not tall.",NOR,Control,created,Easy Bad,121,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): One of my teachers hates me, but I will not remember which.",NOR,Control,created,Bad Filler,90,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",NOR,Control,created,Good Filler,78,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John rarely visits his sister or his mother. So he spends as much time as possible with both.",Contradictory,Experimental,original,Other DE,18,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trees are very green this time of year.",NOR,Control,created,Easy Good,105,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The soccer game was very exciting.",NOR,Control,created,Easy Good,101,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Mary doesn’t play softball or soccer. She doesn’t play any ball sports.",NOR,Experimental,created,Negation,54,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Friendship is very important to me.",NOR,Control,created,Easy Good,109,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Her phone is about to run out of battery. Her phone is not about to run out of battery.",NOR,Control,created,Easy Bad,127,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy came back from the mall without buying a sweater or perfume So just like she always does, Amy came back from the mall with a new sweater and some expensive perfume.",Contradictory,Experimental,created,Without,65,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I enjoy skiing, I don't enjoy skiing.",NOR,Control,created,Easy Bad,129,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy hates cilantro. She says it tastes like soap to her.",NOR,Control,created,Good Filler,80,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",Contradictory,Control,original,Good Filler,33,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The road is wet. The road is not wet. ",NOR,Control,created,Easy Bad,131,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy has three jobs. I don't know how she does it.",NOR,Control,created,Good Filler,87,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Dan was upset with his grade. I shouldn’t have been the problem.",Contradictory,Control,original,Bad Filler,44,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary was upset about failing the test, even if I find it really expensive. ",NOR,Control,created,Bad Filler,89,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Running into my classmates at the mall is very common.",NOR,Control,created,Easy Good,98,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. I don’t remember which.",NAND,Experimental,original,Other DE,14,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It’s cold in this house. I bet you, John didn’t close the window or the back door.  So, look, both the window and back door are closed.",Contradictory,Experimental,original,Negation,2,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I understood correctly, John was scolded by his father yesterday. Today his mother tried to put an end to it.",Contradictory,Control,original,Bad Filler,47,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandparents have a hard time understanding me. English is not their first language.",Contradictory,Control,created,Good Filler,83,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary was very happy this morning. She gave a good talk at the conference on Monday.",Contradictory,Control,original,Good Filler,28,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",Contradictory,Control,original,Good Filler,22,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Running into my classmates at the mall is very common.",Contradictory,Control,created,Easy Good,98,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",Contradictory,Control,original,Good Filler,32,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",Contradictory,Control,created,Good Filler,81,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): There were some countries targeted for the attack, but I will not remember which.",Contradictory,Control,original,Bad Filler,37,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My dog is small. My dog is not small.",Contradictory,Control,created,Easy Bad,130,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The school bus always comes on time.",Contradictory,Control,created,Easy Good,108,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): What is your impression after meeting our two new PhD students, Lina and Leo, today? Lina seems very motivated and with a strong background in syntax, but Leo, I cannot really tell.",Contradictory,Control,original,Good Filler,35,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",Contradictory,Control,created,Good Filler,75,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When he was little, John would rarely sleep with his mother or his father. So he liked to sleep with one parent on each side of him.",Contradictory,Experimental,original,Other DE,17,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Mary doesn’t play softball or soccer. So she plays both for her school team.",Contradictory,Experimental,created,Negation,54,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Trains travel very fast. Trains don't travel very fast.",Contradictory,Control,created,Easy Bad,119,6 2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The train didn’t get here on time, but nobody told us why.",Contradictory,Control,original,Good Filler,27,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): A group of children played on the playground.",Contradictory,Control,created,Easy Good,95,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): China doesn’t trust the Korean dictator, but they trust President Trump even more.",Contradictory,Control,original,Bad Filler,52,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",Contradictory,Control,original,Good Filler,34,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Kate used to live without coffee or chocolate. Now she cannot imagine her life without them.",NOR,Experimental,original,Without,12,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I am tall. I am not tall.",Contradictory,Control,created,Easy Bad,121,"1, 7"
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",Contradictory,Control,original,Good Filler,33,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My sister told me to walk the dog.",Contradictory,Control,created,Easy Good,106,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I bring my phone with me everywhere I go.",Contradictory,Control,created,Easy Good,99,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I remember there was a family conflict. Mary didn’t speak with her mother or her sister. So she talked to them both yesterday.",Contradictory,Experimental,original,Negation,5,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My name is Jessica. My name is not Jessica.",Contradictory,Control,created,Easy Bad,114,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sometimes it snows heavily during the winter.",Contradictory,Control,created,Easy Good,97,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John went on holiday without his mother or his father. I don’t remember which.",NAND,Experimental,original,Without,10,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The smoke alarm went off. I bet John didn’t open the window or the door. So, look, he opened them both.",Contradictory,Experimental,created,Negation,57,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I forgot to eat dinner. I didn't forget to eat dinner.",Contradictory,Control,created,Easy Bad,125,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The lunch break at school is very short. The kids rarely finish their lunch.",Contradictory,Control,original,Good Filler,26,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Friendship is very important to me.",Contradictory,Control,created,Easy Good,109,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some of the students speak English well, but not all of them.",Contradictory,Control,original,Good Filler,19,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is annoyed. Mary showed up to his birthday party without a present or a card. I don’t know which.",NAND,Experimental,created,Without,60,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",Contradictory,Control,original,Good Filler,29,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",Contradictory,Control,original,Good Filler,31,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two of the suspects were caught yesterday, but no names have been released yet.",Contradictory,Control,original,Good Filler,20,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",Contradictory,Control,original,Bad Filler,50,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): They shut down some museums after the attacks. But I don’t know which ones.",Contradictory,Control,original,Good Filler,21,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. So most people are able to recite twelve numbers in a row.",Contradictory,Experimental,original,Other DE,14,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The teacher assigned homework for the week.",Contradictory,Control,created,Easy Good,96,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, John doesn’t drink wine or beer.  The doctor has forbidden him alcohol.",NOR,Experimental,original,Negation,1,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary rarely speaks German or French. So she often switches between both.",Contradictory,Experimental,created,Other DE,71,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John's son is a very picky eater. The only thing he'll willingly eat is mac and cheese.",Contradictory,Control,created,Good Filler,86,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",Contradictory,Control,original,Good Filler,23,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The baseball cap helps keep the sun off my face.",Contradictory,Control,created,Easy Good,110,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Mary didn’t invite John or Suzi to her birthday party. She’s upset with both of them and doesn’t want to see them.",NOR,Experimental,original,Negation,3,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some solutions were discussed during the meeting, but I could remember which one was retained.",Contradictory,Control,original,Bad Filler,39,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary always brags about her famous cherry pie recipe. She's very proud of it.",Contradictory,Control,created,Good Filler,72,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My mom doesn't like the sound of loud chewing.",Contradictory,Control,created,Easy Good,93,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Winter is Mary's favorite season. She loves the snow.",Contradictory,Control,created,Good Filler,79,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I like the snow. I don't like the snow.",Contradictory,Control,created,Easy Bad,118,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John rarely goes to the grocery story or the post office. He doesn’t really leave his house.",NOR,Experimental,created,Other DE,70,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doesn’t like cats or dogs. So she likes all animals.",Contradictory,Experimental,original,Negation,6,3
